"staging_key","name","poi_category","include_v1","coordinate_valid","feature_type","feature_type_code","latitude","longitude","datum","mapsheet","source"
"gazetteer:24bc77dd03db30f46fa5fc80","150 Yard Creek","freshwater","True","True","Creek (1)","602","48.5449999955665","-124.508611111111","WGS84","92C/10","BC Gazetteer"
"gazetteer:db5df7f075214d7e3dcca25c","5040 Peak","terrain","True","True","Peak (2)","2703","49.1919444401969","-125.2825","WGS84","92F/3","BC Gazetteer"
"gazetteer:5374b65ca8b80fe5883d2202","A:mai","populated_administrative","False","True","Former First Nation Village","157","50.0294444404234","-127.079722222222","WGS84","92L/3","BC Gazetteer"
"gazetteer:f4c59beed86696d2e6ac0b70","A:mak:nit Island","coast_island","True","True","Island","2300","50.0174999959758","-127.391944444444","WGS84","92L/3","BC Gazetteer"
"gazetteer:5e2ae8190616bf9124079304","Aa-at-sow-is","populated_administrative","False","True","Former First Nation Village","157","48.834999995651","-125.191111111111","WGS84","92C/14","BC Gazetteer"
"gazetteer:b1daf74a2ad43835d0ec1b06","Aaron Point","coast_island","True","True","Point","1604","48.4441666622034","-123.395277777778","WGS84","92B/6","BC Gazetteer"
"gazetteer:e776d393f8cf1b511c067bd3","Aass 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.6164237996241","-126.818082100857","WGS84","92E/10","BC Gazetteer"
"gazetteer:c922cd871d1afb72f11597b4","Abco Creek","freshwater","True","True","Creek (1)","602","49.4074999958123","-125.870277777778","WGS84","92F/5","BC Gazetteer"
"gazetteer:ceddc720eac3a4844bf5cf53","Abco Mountain","terrain","True","True","Mountain","2701","49.4255555513728","-125.855277777778","WGS84","92F/5","BC Gazetteer"
"gazetteer:ef08f15b8321df8420d9b8f0","Abel Creek","freshwater","True","True","Creek (1)","602","50.1733333293496","-126.363055555556","WGS84","92L/1","BC Gazetteer"
"gazetteer:d377887ed37d60012954da11","Abel, Mount","terrain","True","True","Mount","2743","50.2122222182485","-126.320555555556","WGS84","92L/1","BC Gazetteer"
"gazetteer:e40e2e6ded29ad33c8d6310b","Absunstia Creek","freshwater","True","True","Creek (1)","602","50.515277773881","-127.576388888889","WGS84","92L/12","BC Gazetteer"
"gazetteer:f4b51ec64093f89342e0c111","Achilles Bank","other","False","True","Bank (2)","2000","49.5497845192315","-124.501343479477","WGS84","92F/10","BC Gazetteer"
"gazetteer:21474074eb4e344b939e3b76","Acland Islands","coast_island","True","True","Island","2300","48.8133333289781","-123.380555555556","WGS84","92B/14","BC Gazetteer"
"gazetteer:d5d3655d53da1941840aef05","Acland Rock","other","False","True","Rock (1)","2024","49.6497889376243","-124.151335434071","WGS84","92F/9","BC Gazetteer"
"gazetteer:2308ad0c092b0eb8004f6823","Acorn Island","coast_island","True","True","Island","2300","49.1561111068535","-123.684444444444","WGS84","92G/4","BC Gazetteer"
"gazetteer:d8a30aea677f12c207e461c0","Acous","populated_administrative","False","True","Former First Nation Village","157","50.1102777737778","-127.602777777778","WGS84","92L/4","BC Gazetteer"
"gazetteer:a1c738a1aacddd94ac12943c","Acous Peninsula","coast_island","True","True","Peninsula","1603","50.1119444404449","-127.601666666667","WGS84","92L/4","BC Gazetteer"
"gazetteer:276133e872c533ad00bc5883","Actaeon Sound","coast_island","True","True","Sound (2)","1428","50.9533333295442","-127.074444444444","WGS84","92L/14","BC Gazetteer"
"gazetteer:8ecd53ee83738819efe62f99","Active Pass","other","False","True","Pass (1)","1206","48.8580555512132","-123.318888888889","WGS84","92B/14","BC Gazetteer"
"gazetteer:336a2522d67e6cb92dc9a4f1","Active Point","coast_island","True","True","Point","1604","48.9572222179083","-123.661944444444","WGS84","92B/13","BC Gazetteer"
"gazetteer:6944d41668f966220b1594af","Actress Passage","coast_island","True","True","Passage","1207","50.941111107319","-127.132222222222","WGS84","92L/14","BC Gazetteer"
"gazetteer:ba2c46348300cd4869e77884","Ada Islands","coast_island","True","True","Islands","2301","49.2852777735562","-124.086666666667","WGS84","92F/8","BC Gazetteer"
"gazetteer:d3e2d842a21518a7429d0e56","Adair, Mount","terrain","True","True","Mount","2743","49.5866666625278","-126.499166666667","WGS84","92E/9","BC Gazetteer"
"gazetteer:0b06b6fd03fbe0fdcc65fa3f","Adam River","freshwater","True","True","River","600","50.4658333294242","-126.277222222222","WGS84","92L/8","BC Gazetteer"
"gazetteer:2cb7cc99481d6bdc38c3d054","Adam, Mount","terrain","True","True","Mount","2743","50.1205555515582","-126.223055555556","WGS84","92L/1","BC Gazetteer"
"gazetteer:0fbc6e909053c77b252a2fdf","Adams, Mount","terrain","True","True","Mount","2743","50.9824999962179","-127.165555555556","WGS84","92L/14","BC Gazetteer"
"gazetteer:a53e443d7f3769bc2dae138a","Adamson Rocks","other","False","True","Rocks (1)","2069","48.8997751034621","-125.151345587676","WGS84","92C/14","BC Gazetteer"
"gazetteer:f94f74d902de9ba98de65e03","Addenbroke, Mount","terrain","True","True","Mount","2743","50.231666662698","-124.685555555556","WGS84","92K/2","BC Gazetteer"
"gazetteer:9cdabd8c719ce57a475181b7","Adder Mountain","terrain","True","True","Mountain","2701","49.2477777735458","-125.322222222222","WGS84","92F/3","BC Gazetteer"
"gazetteer:d13972bab30bab834571a3ca","Adeane Point","coast_island","True","True","Point","1604","50.7394444406033","-125.683611111111","WGS84","92K/12","BC Gazetteer"
"gazetteer:0e7e0b49fedd54e8605bd639","Adelaide Lake","freshwater","True","True","Lake","951","50.9238888850926","-127.075277777778","WGS84","92L/14","BC Gazetteer"
"gazetteer:c95f99cd1c02f2bdeb8f5936","Adrenaline Creek","freshwater","True","True","Creek (1)","602","48.5705555511296","-124.632777777778","WGS84","92C/10","BC Gazetteer"
"gazetteer:9d8d0dddad40a0318fcfd986","Adrian Creek","freshwater","True","True","Creek (1)","602","49.7991666625849","-125.423333333333","WGS84","92F/14","BC Gazetteer"
"gazetteer:d426d460528b7938e5ed0536","Adrian, Mount","terrain","True","True","Mount","2743","49.7563888847957","-125.529444444444","WGS84","92F/13","BC Gazetteer"
"gazetteer:f34a29adad033671b101d72d","Adriana Creek","freshwater","True","True","Creek (1)","602","50.3452777738381","-126.921666666667","WGS84","92L/7","BC Gazetteer"
"gazetteer:6f78d5575f9e651f06efb602","Adventure Cove","coast_island","True","True","Cove (2)","1407","49.2022222179775","-125.853611111111","WGS84","92F/4","BC Gazetteer"
"gazetteer:75d92879a8c69dd6ed408c44","Adventure Point","coast_island","True","True","Point","1604","49.4355555513755","-126.244166666667","WGS84","92E/8","BC Gazetteer"
"gazetteer:aec824ee83da4491300b0c0f","Adze Head","other","False","True","Head (1)","1601","48.5536111066802","-124.426388888889","WGS84","92C/9","BC Gazetteer"
"gazetteer:adaaaf21c237694ca631c0b7","Aglakumna 4A","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5497631297748","-126.65143812126","WGS84","92L/10","BC Gazetteer"
"gazetteer:c8ff4e44533f809ee592e81b","Aglakumna-la 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5664315276347","-126.518101231896","WGS84","92L/10","BC Gazetteer"
"gazetteer:8ec4be3f24f4d953980ec51a","Agnes Island","coast_island","True","True","Island","2300","49.112777773508","-125.579444444444","WGS84","92F/4","BC Gazetteer"
"gazetteer:03f2113a41499f6be152f31c","Aguilar Point","coast_island","True","True","Point","1604","48.8394444400968","-125.140833333333","WGS84","92C/14","BC Gazetteer"
"gazetteer:cebeb37e0006da23853794af","Ah-we-cha-ol-to 16","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5330798962382","-127.968143956154","WGS84","92L/12","BC Gazetteer"
"gazetteer:9f931b84184e40261e656bd1","Ah:tliish","populated_administrative","False","True","Former First Nation Village","157","50.1166666626683","-127.0875","WGS84","92L/3","BC Gazetteer"
"gazetteer:52e19c1d8ed1dcf0f672fb55","Ahahswinis 1","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.2664465851576","-124.818012085435","WGS84","92F/7","BC Gazetteer"
"gazetteer:339e45b63e83ffeb5cebece1","Ahaminaquus 12","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.6830991933461","-126.118063057195","WGS84","92E/9","BC Gazetteer"
"gazetteer:1ec860b96867fd3c23d205ad","Ahaminqas Creek","freshwater","True","True","Creek (1)","602","49.6863888847769","-126.116944444444","WGS84","92E/9","BC Gazetteer"
"gazetteer:470abc9e6bc03d7db736874b","Ahmacinnit 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.0174999959758","-127.391944444444","WGS84","92L/3","BC Gazetteer"
"gazetteer:2ae9d404aad02829b7e1b25a","Ahmah Island","coast_island","True","True","Island","2300","48.9469444401276","-125.079166666667","WGS84","92C/14","BC Gazetteer"
"gazetteer:e52c797481a23e24b9be53aa","Ahmitsa 5","reserve_military","False","True","Indian Reserve-Réserve indienne","512","48.966443083793","-125.051344369924","WGS84","92C/14","BC Gazetteer"
"gazetteer:5501726f18f08b5e4223c0f0","Ahous 16","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.1664321609839","-126.018045488712","WGS84","92E/1","BC Gazetteer"
"gazetteer:e0752926eb8308395eac290e","Ahous Bay","coast_island","True","True","Bay","1400","49.1774999957484","-126.017777777778","WGS84","92E/1","BC Gazetteer"
"gazetteer:16f3dc10e8e51e37e02031e5","Ahous Point","coast_island","True","True","Point","1604","49.1655555513006","-126.022222222222","WGS84","92E/1","BC Gazetteer"
"gazetteer:e04f13b598d12897d3e53c43","Ahousat","populated_administrative","False","True","Locality","108","49.2830985370055","-126.068050233966","WGS84","92E/8","BC Gazetteer"
"gazetteer:db9480740ffd234877282464","Ahpokum 9","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.2331197687571","-124.584698511154","WGS84","92K/2","BC Gazetteer"
"gazetteer:2a7c8016c473d211cbb740b2","Ahpukto 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.8164228586843","-126.951425242031","WGS84","92E/15","BC Gazetteer"
"gazetteer:913fa1134e6159376e415e8d","Ahta 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.8705555517464","-126.163888888889","WGS84","92L/16","BC Gazetteer"
"gazetteer:1f1a6ff0b8c8036d25e5d97d","Ahta River","freshwater","True","True","River","600","50.8694444406351","-126.165555555556","WGS84","92L/16","BC Gazetteer"
"gazetteer:2aac159247bc047e0a2be62f","Ahta Valley","terrain","True","True","Valley (1)","2903","50.8847222184165","-126.181944444444","WGS84","92L/16","BC Gazetteer"
"gazetteer:0c4053ea4faaf41837baa849","Ahuk 1","reserve_military","False","True","Indian Reserve-Réserve indienne","512","48.716444505582","-124.884666027181","WGS84","92C/10","BC Gazetteer"
"gazetteer:89105601480df49773544714","Ahwhichaolto Inlet","coast_island","True","True","Inlet (3)","1411","50.5363888849974","-127.923055555556","WGS84","92L/12","BC Gazetteer"
"gazetteer:0437a7864206ff8fff837954","Aiken, Mount","terrain","True","True","Mount","2743","50.2783333293766","-124.568611111111","WGS84","92K/7","BC Gazetteer"
"gazetteer:acf2ce488de66b26ba90e94a","Aimee Bay","coast_island","True","True","Bay","1400","50.8230555517349","-126.905555555556","WGS84","92L/15","BC Gazetteer"
"gazetteer:28bc4346dd1e895df56cb396","Ainslie Point","coast_island","True","True","Point","1604","48.7624999956301","-123.256666666667","WGS84","92B/14","BC Gazetteer"
"gazetteer:1f5605f53285fc4ec9fe32a4","Air Point","coast_island","True","True","Point","1604","50.5827777738979","-126.447777777778","WGS84","92L/9","BC Gazetteer"
"gazetteer:25936f942a373921780e7cc7","Aitken Point","coast_island","True","True","Point","1604","48.8311111067611","-123.246388888889","WGS84","92B/14","BC Gazetteer"
"gazetteer:d85fc9a0e98d9861a92ed977","Ajax Bank","other","False","True","Bank (2)","2000","49.6497823591889","-124.718019554154","WGS84","92F/10","BC Gazetteer"
"gazetteer:97c4346c05784436c7c235f7","Ak:tiis","populated_administrative","False","True","First Nation Village","186","50.0119444404188","-127.396944444444","WGS84","92L/3","BC Gazetteer"
"gazetteer:97ea52f64b5342252b856bd6","Akam Point","coast_island","True","True","Point","1604","50.8822222184159","-127.211388888889","WGS84","92L/14","BC Gazetteer"
"gazetteer:8ab3931fd5562f2bb9cb3ab0","Akre Rocks","other","False","True","Rocks (1)","2069","50.5330555516632","-127.636944444444","WGS84","92L/12","BC Gazetteer"
"gazetteer:da57eb15286b1a0f9847213b","Aktis Island","coast_island","True","True","Island","2300","50.0111111070853","-127.4025","WGS84","92L/3","BC Gazetteer"
"gazetteer:67454475933a70db919a529b","Alan Bank","other","False","True","Bank (2)","2000","49.8164508429205","-124.618021114008","WGS84","92F/15","BC Gazetteer"
"gazetteer:991d71632108f13bd44430b8","Alarm Rock","other","False","True","Rock (1)","2024","48.9497920566312","-123.684635717945","WGS84","92B/13","BC Gazetteer"
"gazetteer:bf5e914fe4f7f7d896d5b29b","Alava Lake","freshwater","True","True","Lake","951","49.9002777737228","-126.503333333333","WGS84","92E/15","BC Gazetteer"
"gazetteer:e01a93210839a9df6ffb2166","Alava, Mount","terrain","True","True","Mount","2743","49.8899999959423","-126.496388888889","WGS84","92E/16","BC Gazetteer"
"gazetteer:1b439cd33c2128933272f452","Albemarle, Mount","terrain","True","True","Mount","2743","49.5786111069701","-126.461388888889","WGS84","92E/9","BC Gazetteer"
"gazetteer:2275bafb0c249e3748ad3a71","Alberni","populated_administrative","False","True","Community","121","49.2497800639013","-124.80134445918","WGS84","92F/7","BC Gazetteer"
"gazetteer:a6aca49dbb5f4f806c7c2940","Alberni 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.2164464410772","-124.818010727816","WGS84","92F/2","BC Gazetteer"
"gazetteer:6468c90662c15e8bb5c38e03","Alberni Inlet","coast_island","True","True","Inlet (3)","1411","49.0594444401596","-124.849166666667","WGS84","92F/2","BC Gazetteer"
"gazetteer:e45b16f0806ee1d1a53bad0a","Alberni Land District","populated_administrative","False","True","Land District","482","49.2581140030957","-124.751343164698","WGS84","92F/7","BC Gazetteer"
"gazetteer:4d743acc7facf867b37ca778","Alberni, Port","coast_island","True","True","Harbour (1)","1405","49.2336111068752","-124.826388888889","WGS84","92F/2","BC Gazetteer"
"gazetteer:e36686608cc7e2c6c6afde77","Alberni-Clayoquot, Regional District of","populated_administrative","False","True","Regional District","487","49.2497738199335","-125.334693947963","WGS84","92F/3","BC Gazetteer"
"gazetteer:4b9ab0c4a7bbb3ab3d11a495","Albert Edward, Mount","terrain","True","True","Mount","2743","49.6772222181078","-125.431944444444","WGS84","92F/11","BC Gazetteer"
"gazetteer:1f3144db55784a2b2d50016c","Albert Head","populated_administrative","False","True","Community","121","48.3916666621877","-123.504166666667","WGS84","92B/5","BC Gazetteer"
"gazetteer:c7ffb6a7afda482267828894","Albert Head","other","False","True","Head (1)","1601","48.38833332531","-123.4775","WGS84","92B/6","BC Gazetteer"
"gazetteer:0c4271c68fdaeaf444f06a50","Albert Head Lagoon","coast_island","True","True","Lagoon","957","48.3952777732999","-123.491111111111","WGS84","92B/6","BC Gazetteer"
"gazetteer:f3e7e1b4199e46fe2a9c4d8c","Alcala Point","coast_island","True","True","Point","1604","49.0016666623654","-123.589722222222","WGS84","92G/4","BC Gazetteer"
"gazetteer:8084e498f954e6df5ccf30f2","Alder Island","coast_island","True","True","Island","2300","50.6044444405699","-126.611666666667","WGS84","92L/10","BC Gazetteer"
"gazetteer:a64d5c372a4ab228fdef7dff","Alder Point","coast_island","True","True","Point","1604","50.8747222184141","-126.875555555556","WGS84","92L/15","BC Gazetteer"
"gazetteer:5f75d58d20de08c032700b95","Aldermen Lakes","freshwater","True","True","Lakes","952","49.6661111069937","-125.2825","WGS84","92F/11","BC Gazetteer"
"gazetteer:429211f232c603b07a8b7e77","Aldridge Point","coast_island","True","True","Point","1604","48.7674999956316","-123.259444444444","WGS84","92B/14","BC Gazetteer"
"gazetteer:62393be8b263813ead1b361e","Aldworth Creek","freshwater","True","True","Creek (1)","602","50.3111111071627","-126.427222222222","WGS84","92L/8","BC Gazetteer"
"gazetteer:900a0f9b9d045b8c13baab32","Alert Bay","coast_island","True","True","Bay","1400","50.5877777738991","-126.9375","WGS84","92L/10","BC Gazetteer"
"gazetteer:18ea4581cd2521c4bf9c5b7a","Alert Bay","populated_administrative","False","True","Village (1)","3","50.5838888850092","-126.927777777778","WGS84","92L/10","BC Gazetteer"
"gazetteer:aac60547a27f03a620ad8e65","Alert Bay 1","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5952099970482","-126.93035","WGS84","92L/10","BC Gazetteer"
"gazetteer:6071b61cf160a433125bbe41","Alert Bay 1A","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5948899970481","-126.94964","WGS84","92L/10","BC Gazetteer"
"gazetteer:9697ef4a0b7a7f357ad1eedf","Alert Point","coast_island","True","True","Point","1604","49.9974999959706","-127.455555555556","WGS84","92E/14","BC Gazetteer"
"gazetteer:d5393c3b6b1504d612dcba24","Alert Rock","other","False","True","Rock (1)","2024","50.5827777738979","-126.960555555556","WGS84","92L/10","BC Gazetteer"
"gazetteer:a5235f848e9a0d96b8bddbb0","Alex Rock","other","False","True","Rock (1)","2024","50.8752777739698","-127.535833333333","WGS84","92L/13","BC Gazetteer"
"gazetteer:acc7319411e6a5f61cb84e87","Alexander Point","coast_island","True","True","Point","1604","49.7269444403434","-124.226388888889","WGS84","92F/9","BC Gazetteer"
"gazetteer:b651aa6c6e41b5ce5974e139","Alexander Rock","other","False","True","Rock (1)","2024","50.5705555516726","-126.694444444444","WGS84","92L/10","BC Gazetteer"
"gazetteer:c4d875915c7c5287e8bd4c00","Alexander, Port","coast_island","True","True","Inlet (3)","1411","50.8488888850745","-127.659722222222","WGS84","92L/13","BC Gazetteer"
"gazetteer:a14bfbc161dea23adf2f3abb","Alexandra Peak","terrain","True","True","Peak (2)","2703","49.7380555514575","-125.4925","WGS84","92F/11","BC Gazetteer"
"gazetteer:60c480110b5c53f464dd4c7a","Algerine Passage","coast_island","True","True","Passage","1207","49.8249999959251","-124.633333333333","WGS84","92F/15","BC Gazetteer"
"gazetteer:39f8a62abe1ee16a53a51b4b","Alice Lake","freshwater","True","True","Lake","951","50.4633333294236","-127.4125","WGS84","92L/6","BC Gazetteer"
"gazetteer:02b2eae8d39c9ab7df5f658c","All Bay","coast_island","True","True","Bay","1400","48.6674999956024","-123.408333333333","WGS84","92B/11","BC Gazetteer"
"gazetteer:fec19a788ec65dbee9c5088a","Allan Bank","other","False","True","Bank (2)","2000","50.4997478780085","-127.851472767617","WGS84","92L/12","BC Gazetteer"
"gazetteer:722791d17ed6f5fb85463118","Allan Brooks, Mount","terrain","True","True","Mount","2743","49.716388884785","-125.343055555556","WGS84","92F/11","BC Gazetteer"
"gazetteer:41b9ee15617252008e91678a","Allan Creek","freshwater","True","True","Creek (1)","602","48.5863888844676","-124.146944444444","WGS84","92C/9","BC Gazetteer"
"gazetteer:5c0f3d4db21686c75efcb3ef","Allan Rocks","other","False","True","Rocks (1)","2069","51.0249999962281","-127.629166666667","WGS84","92M/4","BC Gazetteer"
"gazetteer:b19bc44c973a4d80891593f3","Allardyce Creek","freshwater","True","True","Creek (1)","602","50.8819444406381","-126.829166666667","WGS84","92L/15","BC Gazetteer"
"gazetteer:4d634ffcd984c7ec2ad2e837","Allardyce Lake","freshwater","True","True","Lake","951","50.8741666628584","-126.786388888889","WGS84","92L/15","BC Gazetteer"
"gazetteer:92b40a20e1d161b42f04fbc6","Alldridge Point","coast_island","True","True","Point","1604","48.3169444399432","-123.637777777778","WGS84","92B/5","BC Gazetteer"
"gazetteer:76054fc2d26f8d096c8f8f42","Allen Lake","freshwater","True","True","Lake","951","49.5986111069755","-125.035","WGS84","92F/11","BC Gazetteer"
"gazetteer:8abcdbd6c9a651973fb1b494","Allen Point","coast_island","True","True","Point","1604","48.9797222179147","-125.127222222222","WGS84","92C/14","BC Gazetteer"
"gazetteer:af779e766249875505d25b77","Alleviation Rock","other","False","True","Rock (1)","2024","50.9136111073124","-127.61","WGS84","92L/13","BC Gazetteer"
"gazetteer:c334732d97b1fbc03df0d358","Alley Rock","other","False","True","Rock (1)","2024","48.899771787065","-125.434687417379","WGS84","92C/14","BC Gazetteer"
"gazetteer:2f4709970c7b165fc772d101","Allies Island","coast_island","True","True","Island","2300","50.21333332936","-124.808888888889","WGS84","92K/2","BC Gazetteer"
"gazetteer:e9960153d643ad87346c5761","Alligator Creek","freshwater","True","True","Creek (1)","602","48.4869444399939","-123.988611111111","WGS84","92B/5","BC Gazetteer"
"gazetteer:b0806a6365de92ff1254fe2a","Allison Cone","other","False","True","Cone","2777","51.0191666628933","-127.516944444444","WGS84","92M/4","BC Gazetteer"
"gazetteer:00345015eef9bc1f8667d2f4","Allison Harbour","coast_island","True","True","Harbour (1)","1405","51.0513888851233","-127.51","WGS84","92M/4","BC Gazetteer"
"gazetteer:7f0da4310bb6305da5432187","Allison Harbour Marine Park","park_reference","True","True","Provincial Marine Park","594","51.0513888851233","-127.505555555556","WGS84","92M/4","BC Gazetteer"
"gazetteer:4496958f708e374ac11e7d37","Allison Reefs","coast_island","True","True","Reefs","2003","51.0330883246139","-127.518146178224","WGS84","92M/4","BC Gazetteer"
"gazetteer:bba5a9489eb4d8cdde935162","Allman Lagoon","coast_island","True","True","Lagoon","957","49.7124999958951","-126.545","WGS84","92E/10","BC Gazetteer"
"gazetteer:e84711b52173c42915c5ae55","Alma Russell Islands","coast_island","True","True","Islands","2301","48.9627777734654","-125.195277777778","WGS84","92C/14","BC Gazetteer"
"gazetteer:e6d9c13cabbe5e27710e17ff","Almond Islet","coast_island","True","True","Islet","2307","49.1263888846229","-125.736944444444","WGS84","92F/4","BC Gazetteer"
"gazetteer:4192a6772e00b9dd210bbd01","Alone Mountain","terrain","True","True","Mountain","2701","49.5941666625298","-125.230833333333","WGS84","92F/11","BC Gazetteer"
"gazetteer:ba68df37d9f3a51397a57bd8","Alpha Islet","coast_island","True","True","Islet","2307","48.4341666622004","-123.229722222222","WGS84","92B/6","BC Gazetteer"
"gazetteer:c73f3cd6d5ff913c1cb3b5c7","Alpha Passage","coast_island","True","True","Passage","1207","48.909166662339","-125.524444444444","WGS84","92C/13","BC Gazetteer"
"gazetteer:350aa0290d7ccba44496dafa","Alpheus Lake","freshwater","True","True","Lake","951","50.4763888849823","-125.528055555556","WGS84","92K/5","BC Gazetteer"
"gazetteer:fad257e699eb30477afa1148","Alston Creek","freshwater","True","True","Creek (1)","602","49.9566666626265","-126.253055555556","WGS84","92E/16","BC Gazetteer"
"gazetteer:4f602511990312eb6069e328","Alston, Mount","terrain","True","True","Mount","2743","50.0169444404201","-126.225277777778","WGS84","92L/1","BC Gazetteer"
"gazetteer:006ef99778b70f57442aec30","Althorp Point","coast_island","True","True","Point","1604","50.4755555516488","-125.794166666667","WGS84","92K/5","BC Gazetteer"
"gazetteer:6a969445c1479a6aa9cf2366","Alto Lake","freshwater","True","True","Lake","951","49.3266666624566","-126.157777777778","WGS84","92E/8","BC Gazetteer"
"gazetteer:8a8a96ab80f03df17d5265af","Amai Creek","freshwater","True","True","Creek (1)","602","50.0233333293107","-127.077222222222","WGS84","92L/3","BC Gazetteer"
"gazetteer:645460b97dccb9c9a8f673fd","Amai Inlet","coast_island","True","True","Inlet (3)","1411","50.022777773755","-127.118333333333","WGS84","92L/3","BC Gazetteer"
"gazetteer:049548bb99a2bc5aedfc7e98","Amai Point","coast_island","True","True","Point","1604","50.0166666626422","-127.158611111111","WGS84","92L/3","BC Gazetteer"
"gazetteer:5a14969136f0a2b48ebd1297","Ambrosia Bay","coast_island","True","True","Bay","1400","50.1899999960206","-127.823333333333","WGS84","92L/4","BC Gazetteer"
"gazetteer:e2a3c38ea3b2b7aadb41ecaa","Amedroz Lake","freshwater","True","True","Lake","951","49.0169444401475","-125.211666666667","WGS84","92F/3","BC Gazetteer"
"gazetteer:33b5c6e4c53106d9c47bf178","Amedroz, Mount","terrain","True","True","Mount","2743","49.0297222179289","-125.187777777778","WGS84","92F/3","BC Gazetteer"
"gazetteer:26b28b522aa76890f8d55c14","Amelia Island","coast_island","True","True","Island","2300","49.303055551339","-124.1525","WGS84","92F/8","BC Gazetteer"
"gazetteer:7dcc58b495fb3fdbc465be43","Amies Hill","terrain","True","True","Hill","2705","50.9399999962077","-127.148055555556","WGS84","92L/14","BC Gazetteer"
"gazetteer:a15c57389561ffbd5eed190d","Amor De Cosmos Creek","freshwater","True","True","Creek (1)","602","50.3611111071755","-125.688333333333","WGS84","92K/5","BC Gazetteer"
"gazetteer:b8ed3473d610880280f1462c","Amor Lake","freshwater","True","True","Lake","951","50.1608333293464","-125.552777777778","WGS84","92K/4","BC Gazetteer"
"gazetteer:2664280be1c5192ea374fc7b","Amor Point","coast_island","True","True","Point","1604","50.5397222183316","-124.990555555556","WGS84","92K/10","BC Gazetteer"
"gazetteer:233c859f34995c3a31ec7dda","Amos Creek","freshwater","True","True","Creek (1)","602","50.0849999959935","-127.820555555556","WGS84","92L/4","BC Gazetteer"
"gazetteer:4e1f9933ed3d3819222ac79d","Amos Island","coast_island","True","True","Island","2300","50.0163888848644","-127.353888888889","WGS84","92L/3","BC Gazetteer"
"gazetteer:f4c203b4a4ce06c84900ea35","Amphitheatre Lake","freshwater","True","True","Lake","951","49.7047222181152","-125.389444444444","WGS84","92F/11","BC Gazetteer"
"gazetteer:bcdda286cf946a07c953e8ce","Amphitrite Point","coast_island","True","True","Point","1604","48.920833329009","-125.541944444444","WGS84","92C/13","BC Gazetteer"
"gazetteer:66a6fb6ad930a9ca9923347e","Amyes Island","coast_island","True","True","Island","2300","50.6113888850161","-126.276666666667","WGS84","92L/9","BC Gazetteer"
"gazetteer:d611ff1f7c5e63f421d404e6","Anaqtl'a","populated_administrative","False","True","First Nation Village","186","48.799999995641","-125.119722222222","WGS84","92C/14","BC Gazetteer"
"gazetteer:fb6827481149d6c59e3c3c61","Anchor Islands","coast_island","True","True","Islands","2301","51.0974999962454","-127.537222222222","WGS84","92M/4","BC Gazetteer"
"gazetteer:5b8c91e2fd8145286bab4f4e","Anchor Rock","other","False","True","Rock (1)","2024","48.3369444399492","-123.541388888889","WGS84","92B/5","BC Gazetteer"
"gazetteer:9691da044ca0d5ed63f26c97","Anchorage Cove","coast_island","True","True","Cove (2)","1407","50.9066666628663","-126.199444444444","WGS84","92L/16","BC Gazetteer"
"gazetteer:1911b7593d32c4ec00c1388c","Anchorage Island","coast_island","True","True","Island","2300","50.3041666627165","-127.821944444444","WGS84","92L/5","BC Gazetteer"
"gazetteer:c764d2ac0f937c1e3a33c72c","Andaje Point","coast_island","True","True","Point","1604","48.922777773454","-123.410833333333","WGS84","92B/14","BC Gazetteer"
"gazetteer:e018c81b8855cae79c7ae3af","Anderson Bay","coast_island","True","True","Bay","1400","49.5130555513967","-124.133333333333","WGS84","92F/9","BC Gazetteer"
"gazetteer:742c1e00947c8c159bddaca8","Anderson Bay Park","park_reference","True","True","Provincial Park","545","49.512499995841","-124.136111111111","WGS84","92F/9","BC Gazetteer"
"gazetteer:eaba1be832c30015d2857ff1","Anderson Cove","coast_island","True","True","Cove (2)","1407","48.3616666621788","-123.656111111111","WGS84","92B/5","BC Gazetteer"
"gazetteer:e7c4d770fe2747e0241e0ad9","Anderson Creek","freshwater","True","True","Creek (1)","602","49.1308333290686","-124.15","WGS84","92F/1","BC Gazetteer"
"gazetteer:a05a2756cf7be328cd3bb240","Anderson Hill","terrain","True","True","Hill","2705","48.413055551083","-123.306111111111","WGS84","92B/6","BC Gazetteer"
"gazetteer:3b473952a88b0807fe4669ed","Anderson Lake","freshwater","True","True","Lake","951","49.7299999958997","-125.198611111111","WGS84","92F/11","BC Gazetteer"
