"staging_key","name","poi_category","include_v1","coordinate_valid","feature_type","feature_type_code","latitude","longitude","datum","mapsheet","source"
"gazetteer:dcc2812ea57c69883d56814a","Kinghorn Rocks","other","False","True","Rocks (1)","2069","50.0831159202648","-124.851369168847","WGS84","92K/2","BC Gazetteer"
"gazetteer:89f788d5a810f32986b939e9","Kings Peak","terrain","True","True","Peak (2)","2703","49.8113888848103","-125.836666666667","WGS84","92F/13","BC Gazetteer"
"gazetteer:f72113896f57471bd119d134","Kinkade Creek","freshwater","True","True","Creek (1)","602","49.344999995795","-124.535555555556","WGS84","92F/7","BC Gazetteer"
"gazetteer:b30937e5de8d16a90ac1c502","Kinman Creek","freshwater","True","True","Creek (1)","602","50.3463888849495","-126.932777777778","WGS84","92L/7","BC Gazetteer"
"gazetteer:dc80a3050be61b84527147c2","Kinman, Mount","terrain","True","True","Mount","2743","50.3502777738394","-126.824166666667","WGS84","92L/7","BC Gazetteer"
"gazetteer:5ab7963cf01dba02a4d1cb61","Kinnaird Island","coast_island","True","True","Island","2300","50.9061111073106","-126.858888888889","WGS84","92L/15","BC Gazetteer"
"gazetteer:cf207a07423bbbe96abc6e73","Kinnaird Rock","other","False","True","Rock (1)","2024","50.9077777739776","-126.885","WGS84","92L/15","BC Gazetteer"
"gazetteer:0322ddc0d6cd72e71d4ed14f","Kiokh Hill","terrain","True","True","Hill","2705","50.6494444405811","-125.728055555556","WGS84","92K/12","BC Gazetteer"
"gazetteer:c65c201718a4a46fe3a1d231","Kippase 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.6911111072581","-127.405555555556","WGS84","92L/11","BC Gazetteer"
"gazetteer:2a37c5893de0fdb5547f7b3b","Kirby Creek","freshwater","True","True","Creek (1)","602","48.3819444399626","-123.896944444444","WGS84","92B/5","BC Gazetteer"
"gazetteer:21217aafa69e646307fe0acc","Kirby Point","coast_island","True","True","Point","1604","48.8486111067661","-125.2075","WGS84","92C/14","BC Gazetteer"
"gazetteer:238f4050097153de0a554a7f","Kirby Rock","other","False","True","Rock (1)","2024","49.0164400815102","-125.318020409704","WGS84","92F/3","BC Gazetteer"
"gazetteer:c8131d19d8a2ad9f08e3dd94","Kirk Lake","freshwater","True","True","Lake","951","49.738888884791","-124.586388888889","WGS84","92F/10","BC Gazetteer"
"gazetteer:9bf5e9aa8cc3e28ead4e149b","Kirshaw Islets","coast_island","True","True","Islets","2308","49.1749999957477","-125.784444444444","WGS84","92F/4","BC Gazetteer"
"gazetteer:1063e2dca7d03146ecc17f41","Kish Rock","other","False","True","Rock (1)","2024","50.5799999961194","-126.963333333333","WGS84","92L/10","BC Gazetteer"
"gazetteer:f862268a4338c11912cbb185","Kishnacous 29","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.5164297550888","-126.301397135116","WGS84","92E/9","BC Gazetteer"
"gazetteer:dd47cafc3c66fa12542ff10b","Kissinger Lake","freshwater","True","True","Lake","951","48.9186111067862","-124.480277777778","WGS84","92C/16","BC Gazetteer"
"gazetteer:f0bc4f8ef5a784dd008cb7ac","Kitchener, Mount","terrain","True","True","Mount","2743","50.2947222182697","-125.699444444444","WGS84","92K/5","BC Gazetteer"
"gazetteer:f67f5cdf7f1d02d679f39f95","Kitching Point","coast_island","True","True","Point","1604","51.0936111073556","-127.52","WGS84","92M/4","BC Gazetteer"
"gazetteer:b8eed9cae0315707e52a55de","Kite Lake","freshwater","True","True","Lake","951","49.0577777734925","-125.291666666667","WGS84","92F/3","BC Gazetteer"
"gazetteer:15eb51ca75b0afe282453ed7","Kitsucksus Creek","freshwater","True","True","Creek (1)","602","49.2580555513264","-124.814444444444","WGS84","92F/7","BC Gazetteer"
"gazetteer:e21a42b8aac161da3b5a19dd","Kitten Island","coast_island","True","True","Island","2300","50.5419444405544","-127.592777777778","WGS84","92L/12","BC Gazetteer"
"gazetteer:da5055916499abbf7fc1a94e","Kitty Coleman Beach Park","park_reference","True","True","Provincial Park","545","49.7888888848044","-124.996666666667","WGS84","92F/15","BC Gazetteer"
"gazetteer:6c273ec18af0e40585f6041e","Kitty Coleman Creek","freshwater","True","True","Creek (1)","602","49.7874999959151","-124.994166666667","WGS84","92F/15","BC Gazetteer"
"gazetteer:5a10251bfd6aedc3822b1a75","Kitty Islet","coast_island","True","True","Islet","2307","48.4108333253232","-123.308055555556","WGS84","92B/6","BC Gazetteer"
"gazetteer:73d82e5c9252ed6daa3810e9","Kiwi Falls","freshwater","True","True","Falls","731","50.1544444404559","-126.213611111111","WGS84","92L/1","BC Gazetteer"
"gazetteer:d773c2f00bb87e7711f3934f","Kiwi Lake","freshwater","True","True","Lake","951","50.1583333293457","-126.204166666667","WGS84","92L/1","BC Gazetteer"
"gazetteer:18f7aa4350db2be36a0818a3","Kiyu Creek","freshwater","True","True","Creek (1)","602","50.0863888848827","-126.463333333333","WGS84","92L/1","BC Gazetteer"
"gazetteer:d1f0eeaab5cb36d76daf3144","Klaklakama Lakes","freshwater","True","True","Lakes","952","50.1733333293496","-126.454166666667","WGS84","92L/1","BC Gazetteer"
"gazetteer:3328cd69b065fc3ec3819e0e","Klanawa River","freshwater","True","True","River","600","48.6988888845005","-124.948055555556","WGS84","92C/10","BC Gazetteer"
"gazetteer:b713f2b82873dcb3dd3c0b48","Klanawa River Ecological Reserve","park_reference","True","True","Ecological Reserve","587","48.733333328955","-124.943055555556","WGS84","92C/10","BC Gazetteer"
"gazetteer:35d33d1bb9f5b0d750360872","Klaoitsis Island","coast_island","True","True","Island","2300","50.56444444056","-126.478611111111","WGS84","92L/9","BC Gazetteer"
"gazetteer:97bf2a0382b65b19ac3311c7","Klaskino Anchorage","coast_island","True","True","Anchorage","1406","50.2986111071596","-127.816666666667","WGS84","92L/5","BC Gazetteer"
"gazetteer:113563ed28d8140425655772","Klaskino Inlet","coast_island","True","True","Inlet (3)","1411","50.321666662721","-127.795833333333","WGS84","92L/5","BC Gazetteer"
"gazetteer:5386c11e3a6d75163781e0ab","Klaskish 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.2330812440557","-127.751461564752","WGS84","92L/4","BC Gazetteer"
"gazetteer:8a6bf05ac1cc51a017205a60","Klaskish Anchorage","coast_island","True","True","Anchorage","1406","50.2311111071423","-127.767222222222","WGS84","92L/4","BC Gazetteer"
"gazetteer:d13edf1fe33cb58caf25b467","Klaskish Basin","other","False","True","Basin (4)","1453","50.2594444404829","-127.728055555556","WGS84","92L/5","BC Gazetteer"
"gazetteer:b1129d13971de43778f82aea","Klaskish Inlet","coast_island","True","True","Inlet (3)","1411","50.238888884922","-127.777777777778","WGS84","92L/4","BC Gazetteer"
"gazetteer:da0d54839091128d016ef073","Klaskish River","freshwater","True","True","River","600","50.2638888849285","-127.719444444444","WGS84","92L/5","BC Gazetteer"
"gazetteer:f86e7e181f04ebaed13a7112","Klaskish River Ecological Reserve","park_reference","True","True","Ecological Reserve","587","50.2680555515962","-127.741666666667","WGS84","92L/5","BC Gazetteer"
"gazetteer:fa94bd21d80612f7b512c480","Klayina Creek","freshwater","True","True","Creek (1)","602","50.544444440555","-127.978055555556","WGS84","92L/12","BC Gazetteer"
"gazetteer:9b80ef9ee415039df9bb6339","Kleecoot","populated_administrative","False","True","Community","121","49.2973169967142","-124.948365","WGS84","92F/7","BC Gazetteer"
"gazetteer:832b4683e56a89e4eef3080e","Kleeptee Creek","freshwater","True","True","Creek (1)","602","49.6622222181038","-126.37","WGS84","92E/9","BC Gazetteer"
"gazetteer:50673a45d17ba35418a202fb","Klehkoot 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.2908333291133","-124.900277777778","WGS84","92F/7","BC Gazetteer"
"gazetteer:41cb2357a50dde455962d1fa","Klickseewy 7","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5997569714669","-127.168121993551","WGS84","92L/11","BC Gazetteer"
"gazetteer:8e0f3592bd32697e4729520f","Kliikliihuwis","populated_administrative","False","True","Former First Nation Village","157","49.0647222179389","-124.891111111111","WGS84","92F/2","BC Gazetteer"
"gazetteer:b98f21a8b0d90005e1be9bce","Klit-kle-mah-ah","populated_administrative","False","True","Former First Nation Village","157","48.9541666623519","-124.975277777778","WGS84","92C/15","BC Gazetteer"
"gazetteer:3b249a496f87e5c69126e840","Klitsa Mountain","terrain","True","True","Mountain","2701","49.2541666624365","-125.231388888889","WGS84","92F/6","BC Gazetteer"
"gazetteer:5e66d9dfab0275ee79c14716","Klitsis 16","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.9292899968817","-126.90397","WGS84","92E/15","BC Gazetteer"
"gazetteer:4e390c008d83ff45f6cdf305","Klootchlimmis Creek","freshwater","True","True","Creek (1)","602","50.48444444054","-127.666666666667","WGS84","92L/5","BC Gazetteer"
"gazetteer:840071b2c3c811ab89f86bc4","Knapp Island","coast_island","True","True","Island","2300","48.6991666622784","-123.399444444444","WGS84","92B/11","BC Gazetteer"
"gazetteer:920bdeeddc1d4c3e79a440a7","Knarston Creek","freshwater","True","True","Creek (1)","602","49.25499999577","-124.115833333333","WGS84","92F/8","BC Gazetteer"
"gazetteer:b08f70c4e4e11f9c6845b998","Knight Inlet","coast_island","True","True","Inlet (3)","1411","50.6836111072562","-125.874722222222","WGS84","92K/12","BC Gazetteer"
"gazetteer:925cc3ed78ecc7262baba5de","Knight Island","coast_island","True","True","Island","2300","51.0011111073335","-127.528611111111","WGS84","92M/4","BC Gazetteer"
"gazetteer:fbeb8353dc23fb27f5cb3275","Knight Lake","freshwater","True","True","Lake","951","49.1108333290629","-124.447222222222","WGS84","92F/1","BC Gazetteer"
"gazetteer:58ae8fa6d2c202c509857549","Knob Hill","terrain","True","True","Hill","2705","50.7674999961657","-128.059722222222","WGS84","102I/16","BC Gazetteer"
"gazetteer:31bd5f69426eec796ce4903a","Knob Point","coast_island","True","True","Point","1604","48.8011111067524","-124.701666666667","WGS84","92C/15","BC Gazetteer"
"gazetteer:59b12c8a2868971223e7e54b","Knockan Hill","terrain","True","True","Hill","2705","48.4702777733222","-123.417777777778","WGS84","92B/6","BC Gazetteer"
"gazetteer:7a9c1c5e0504a70d0f36f9eb","Knocker Islet","coast_island","True","True","Islet","2307","49.2561111068815","-125.927777777778","WGS84","92F/5","BC Gazetteer"
"gazetteer:6c229f5a24beaf814eca8c51","Knox Bay","coast_island","True","True","Bay","1400","50.3897222182938","-125.612222222222","WGS84","92K/5","BC Gazetteer"
"gazetteer:393502669678f660573468c8","Knox Hill","terrain","True","True","Hill","2705","50.3974999960735","-125.576944444444","WGS84","92K/5","BC Gazetteer"
"gazetteer:d7a1bd6b4449531f14038d5b","Kokish","populated_administrative","False","True","Community","121","50.5347787270335","-126.8525678","WGS84","92L/10","BC Gazetteer"
"gazetteer:561c7f2ad08d104b02b818d5","Kokish River","freshwater","True","True","River","600","50.5313888820288","-126.871388888889","WGS84","92L/10","BC Gazetteer"
"gazetteer:9eea2e3b1f7caf8d07677f9c","Koksilah","populated_administrative","False","True","Community","121","48.7613726665647","-123.6863043","WGS84","92B/13","BC Gazetteer"
"gazetteer:903c10e5ed5c91799798a882","Koksilah Ridge","terrain","True","True","Ridge (2)","2710","48.7111111067262","-123.778611111111","WGS84","92B/12","BC Gazetteer"
"gazetteer:b05059befaa0c320b65f0e3d","Koksilah River","freshwater","True","True","River","600","48.7508333289601","-123.641388888889","WGS84","92B/13","BC Gazetteer"
"gazetteer:5b877149a9a724296542041d","Koksilah River Park","park_reference","True","True","Provincial Park","545","48.6505555511531","-123.723611111111","WGS84","92B/12","BC Gazetteer"
"gazetteer:a30f61b09496723a70da464a","Kokummi Mountain","terrain","True","True","Mountain","2701","50.098611107108","-126.139722222222","WGS84","92L/1","BC Gazetteer"
"gazetteer:dacf8a770423f57319346060","Kokwina Cove","coast_island","True","True","Cove (2)","1407","50.5230555516608","-127.576111111111","WGS84","92L/12","BC Gazetteer"
"gazetteer:c80a07d8da355ecb95f6b42d","Kolb Island","coast_island","True","True","Island","2300","48.6808333289397","-123.399166666667","WGS84","92B/11","BC Gazetteer"
"gazetteer:74cd33e440bd0def1dcdc280","Komas Bluff","terrain","True","True","Bluff (1)","1625","49.5802777736372","-124.8","WGS84","92F/10","BC Gazetteer"
"gazetteer:1d8050f89f096add1219d7bd","Kon Tiki Island","coast_island","True","True","Island","2300","50.0258333293113","-127.363888888889","WGS84","92L/3","BC Gazetteer"
"gazetteer:32bc51928c21ca072bc11a3f","Kooh Rock","other","False","True","Rock (1)","2024","48.9036111067819","-125.070833333333","WGS84","92C/14","BC Gazetteer"
"gazetteer:cccb83b651953a0b98ede6a2","Kookjai Mountain","terrain","True","True","Mountain","2701","49.5227777736215","-125.290277777778","WGS84","92F/11","BC Gazetteer"
"gazetteer:8b48f3ca711f139ab214c13a","Kookswees","populated_administrative","False","True","Former First Nation Village","157","48.8944444401126","-125.016944444444","WGS84","92C/14","BC Gazetteer"
"gazetteer:7f793023202184a62047e88e","Kooso Lake","freshwater","True","True","Lake","951","49.7174999958964","-125.311666666667","WGS84","92F/11","BC Gazetteer"
"gazetteer:dd6a01b705ab8ece3f2ca902","Kootowis 4","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.0997688975935","-125.718034680446","WGS84","92F/4","BC Gazetteer"
"gazetteer:cf0b70255e9073aa7a1172a3","Kootowis Creek","freshwater","True","True","Creek (1)","602","49.0908333290573","-125.725","WGS84","92F/4","BC Gazetteer"
"gazetteer:351f31278cdc4f8bf8b76297","Koprino Harbour","coast_island","True","True","Harbour (1)","1405","50.4983333294323","-127.854166666667","WGS84","92L/5","BC Gazetteer"
"gazetteer:528e2ded9a6f67df7421f694","Koprino River","freshwater","True","True","River","600","50.5083333294348","-127.848611111111","WGS84","92L/12","BC Gazetteer"
"gazetteer:a3b063a5cd5ae7489c65b924","Koskimo Bay","coast_island","True","True","Bay","1400","50.4627777738678","-127.883055555556","WGS84","92L/5","BC Gazetteer"
"gazetteer:4e177fd3eceaab20128b6722","Koskimo Creek","freshwater","True","True","Creek (1)","602","50.4538888849767","-127.890277777778","WGS84","92L/5","BC Gazetteer"
"gazetteer:afedb54bf79c941b4b18b54f","Koskimo Islands","coast_island","True","True","Islands","2301","50.4694444405362","-127.852777777778","WGS84","92L/5","BC Gazetteer"
"gazetteer:11a5a55507813eb81319da50","Kotzebue, Mount","terrain","True","True","Mount","2743","50.3258333293887","-127.732222222222","WGS84","92L/5","BC Gazetteer"
"gazetteer:6d55dcfe8574a8eec90722de","Kowus Creek","freshwater","True","True","Creek (1)","602","49.4886111037115","-125.826111111111","WGS84","92F/5","BC Gazetteer"
"gazetteer:37a7f9cc3bbb3d29a0abecd3","Kraan Head","other","False","True","Head (1)","1601","49.2461111068787","-125.939444444444","WGS84","92F/4","BC Gazetteer"
"gazetteer:f8ddbdb5bd39f3dbb985f017","Ksui-la-das 6","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5830947806444","-126.801443699702","WGS84","92L/10","BC Gazetteer"
"gazetteer:1c48966e2619a0b001183a4f","Ksuiladas Island","coast_island","True","True","Island","2300","50.5883333294548","-126.798055555556","WGS84","92L/10","BC Gazetteer"
"gazetteer:22484a727dd0a7feef82186e","Kuhushan Point","coast_island","True","True","Point","1604","49.8805555514954","-125.114444444444","WGS84","92F/14","BC Gazetteer"
"gazetteer:c3112d774e660f25b7295113","Kuitsche Creek","freshwater","True","True","Creek (1)","602","48.5072222177776","-124.341944444444","WGS84","92C/9","BC Gazetteer"
"gazetteer:25321dd86a9a7604b54cf6ab","Kukwapa 5","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.7664311715984","-126.634777576777","WGS84","92L/15","BC Gazetteer"
"gazetteer:dbbbe73005bed78b34a6e0d2","Kulaht Creek","freshwater","True","True","Creek (1)","602","48.5922222178027","-124.706388888889","WGS84","92C/10","BC Gazetteer"
"gazetteer:261c760be42035e86b497340","Kuldekduma 7","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5830941606123","-126.851445218663","WGS84","92L/10","BC Gazetteer"
"gazetteer:7e2ce5c51bea43843a1ae754","Kuldekduma Island","coast_island","True","True","Island","2300","50.5891666627883","-126.845833333333","WGS84","92L/10","BC Gazetteer"
"gazetteer:bae78a4fff406a45b93d4426","Kulleet Bay","coast_island","True","True","Bay","1400","49.0230555512604","-123.776388888889","WGS84","92G/4","BC Gazetteer"
"gazetteer:0b02bf95c2d52bf106d768d1","Kultah 4","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.5497519101984","-127.551465333855","WGS84","92L/12","BC Gazetteer"
"gazetteer:3cca8b85cb9eb3e42fc78b4b","Kultah Point","coast_island","True","True","Point","1604","50.5552777738911","-127.550277777778","WGS84","92L/12","BC Gazetteer"
"gazetteer:2da24ad43f473408e122e67f","Kultus Cove","coast_island","True","True","Cove (2)","1407","50.4869444405405","-127.633055555556","WGS84","92L/5","BC Gazetteer"
"gazetteer:54d0a8f38cf3a8fd53bf4783","Kumlah Island","coast_island","True","True","Island","2300","50.739999996159","-126.163333333333","WGS84","92L/9","BC Gazetteer"
"gazetteer:37387de4e8e3aa4c47bb7904","Kunlin Lake","freshwater","True","True","Lake","951","49.7355555514568","-125.979722222222","WGS84","92F/12","BC Gazetteer"
"gazetteer:f8433ce4bec0abcbb010648d","Kunnum Creek","freshwater","True","True","Creek (1)","602","50.3133333293855","-126.2325","WGS84","92L/8","BC Gazetteer"
"gazetteer:4ad889f934b524530e7f809c","Kunstamis 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.9330956902814","-126.884790391475","WGS84","92L/15","BC Gazetteer"
"gazetteer:e1c51332733bf3ccaa1c785a","Kunstamis 2A","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.9330956902814","-126.884790391475","WGS84","92L/15","BC Gazetteer"
"gazetteer:49226639b5f72c949419d1fe","Kurtzhals, Mount","terrain","True","True","Mountain","2701","49.4569444402702","-124.196111111111","WGS84","92F/8","BC Gazetteer"
"gazetteer:11b68b40d160036502286440","Kutcous Islets","coast_island","True","True","Islets","2308","49.2461111068787","-126.075555555556","WGS84","92E/1","BC Gazetteer"
"gazetteer:94cefe072df52d47438244ea","Kutcous Point","coast_island","True","True","Point","1604","49.2486111068793","-126.080277777778","WGS84","92E/1","BC Gazetteer"
"gazetteer:a0f6901d0fad8c9bf1e17e03","Kutcous Point 33","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.2497649137575","-126.084716466766","WGS84","92E/1","BC Gazetteer"
"gazetteer:6d648145b82de8c01328078d","Kuthlo 18","reserve_military","False","True","Indian Reserve-Réserve indienne","512","51.066432737708","-126.6514540721","WGS84","92M/2","BC Gazetteer"
"gazetteer:3dfab24d544426d38e8aa9fe","Kvarno Island","coast_island","True","True","Island","2300","48.9649999956883","-125.576666666667","WGS84","92C/13","BC Gazetteer"
"gazetteer:001dff6aaaf83cfa6e321427","Kwai Lake","freshwater","True","True","Lake","951","49.6972222149345","-125.3375","WGS84","92F/11","BC Gazetteer"
"gazetteer:574f9d64ff5b27d8aa275d7a","Kwakiutl Point","coast_island","True","True","Point","1604","50.3494444405059","-127.995277777778","WGS84","92L/5","BC Gazetteer"
"gazetteer:624d80897cf48ed700d1b7b1","Kwassin Lake","freshwater","True","True","Lake","951","48.8222222178696","-124.036944444444","WGS84","92C/16","BC Gazetteer"
"gazetteer:a908b08d2420c4269e791592","Kwassun Lake","freshwater","True","True","Lake","951","49.5236111037303","-125.276944444444","WGS84","92F/11","BC Gazetteer"
"gazetteer:de272e7a4ec0c8a26e782faa","Kwatleo Creek","freshwater","True","True","Creek (1)","602","50.504444440545","-128.094166666667","WGS84","102I/9","BC Gazetteer"
"gazetteer:5ed2c535f44829a04dc5f554","Kwatse 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.6831081999607","-125.751414547188","WGS84","92K/12","BC Gazetteer"
"gazetteer:73432caca757ddfc57542864","Kwatsi Bay","coast_island","True","True","Bay","1400","50.8547222184092","-126.258888888889","WGS84","92L/16","BC Gazetteer"
"gazetteer:b8b243dedde198de45f72005","Kwatsi Point","coast_island","True","True","Point","1604","50.8436111072954","-126.261111111111","WGS84","92L/16","BC Gazetteer"
"gazetteer:50c701da22a00e2ee4d34e52","Kweishun Creek","freshwater","True","True","Creek (1)","602","49.6036111037734","-125.285277777778","WGS84","92F/11","BC Gazetteer"
"gazetteer:09de0c3c59c9e8af425cc78e","Kwetahkis 9","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.9664250458796","-127.218134943483","WGS84","92L/14","BC Gazetteer"
"gazetteer:ca739ef2ede2bd86ee5d8d1d","Kwinaquth","populated_administrative","False","True","Former First Nation Village","157","49.044999995711","-125.138333333333","WGS84","92F/3","BC Gazetteer"
"gazetteer:474f75257e342f8657062a5b","Kwisitis","populated_administrative","False","True","Former First Nation Village","157","49.0099999957011","-125.674722222222","WGS84","92F/4","BC Gazetteer"
"gazetteer:1a8e694f3082602b60ece393","Kwois Creek","freshwater","True","True","Creek (1)","602","50.1847222151883","-127.128888888889","WGS84","92L/3","BC Gazetteer"
"gazetteer:785dda2721481ee65f9b8cf5","Kwokwesta Creek","freshwater","True","True","Creek (1)","602","50.5244444405499","-127.561944444444","WGS84","92L/12","BC Gazetteer"
"gazetteer:5c38729a782bb4204beba76b","Kye Bay","coast_island","True","True","Bay","1400","49.7127777736729","-124.876388888889","WGS84","92F/10","BC Gazetteer"
"gazetteer:0821e8dfe0c675452006cf98","Kye-yaa-la 1","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.6997643413093","-126.618108352503","WGS84","92L/10","BC Gazetteer"
"gazetteer:d8984bd83beb879d6ca8721d","Kyen Point","coast_island","True","True","Point","1604","48.9524999956847","-125.193888888889","WGS84","92C/14","BC Gazetteer"
"gazetteer:b8db38d8879a1372bad3e8e4","Kyidagwis 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","51.0164336715928","-126.551449431678","WGS84","92M/2","BC Gazetteer"
"gazetteer:63f9d14ab71287c7f2a80ec3","Kyimla 11","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.733103603711","-126.151428396057","WGS84","92L/9","BC Gazetteer"
"gazetteer:7f304fd616e1c803c896040d","Kyuquot","populated_administrative","False","True","Community","121","50.0268199969068","-127.37791","WGS84","92L/3","BC Gazetteer"
"gazetteer:259dc6991de857e0a79d273a","Kyuquot Bay","coast_island","True","True","Bay","1400","49.9888888848572","-127.297222222222","WGS84","92E/14","BC Gazetteer"
"gazetteer:2b59cd1a0cd47c197d8c7f96","Kyuquot Channel","coast_island","True","True","Channel (3)","1201","49.987499995968","-127.239166666667","WGS84","92E/14","BC Gazetteer"
"gazetteer:8c3442b1fa5c5c3d7f1c377d","Kyuquot Hill","terrain","True","True","Hill","2705","49.9822222181889","-127.278055555556","WGS84","92E/14","BC Gazetteer"
"gazetteer:6d62c984ac1d13e6e7dbb436","Kyuquot Sound","coast_island","True","True","Sound (1)","1205","50.0499999959843","-127.25","WGS84","92L/3","BC Gazetteer"
"gazetteer:7e8eae8e701c47dcadf260e3","La Croix Group","other","False","True","Group (1)","2319","49.1508333290742","-126.001944444444","WGS84","92E/1","BC Gazetteer"
"gazetteer:482ba45783f722335759fa15","Labouchere Passage","coast_island","True","True","Passage","1207","50.792222218394","-127.068333333333","WGS84","92L/14","BC Gazetteer"
"gazetteer:54fee278975699e7869975bb","Labour Day Lake","freshwater","True","True","Lake","951","49.1247222179558","-124.456388888889","WGS84","92F/1","BC Gazetteer"
"gazetteer:3a6612f78ac216c4c425427d","Lacy Lake","freshwater","True","True","Lake","951","49.3052777735618","-124.748888888889","WGS84","92F/7","BC Gazetteer"
"gazetteer:d23da65f033aa482d01f7160","Laddie Island","coast_island","True","True","Island","2300","49.1302777735129","-125.865","WGS84","92F/4","BC Gazetteer"
"gazetteer:bd52cc4ca824c09388789059","Lady Ellen Point","coast_island","True","True","Point","1604","50.613333329461","-127.129166666667","WGS84","92L/11","BC Gazetteer"
"gazetteer:682d1cbaea5d962243b2a658","Lady Falls","freshwater","True","True","Falls","731","49.8522222181545","-125.7825","WGS84","92F/13","BC Gazetteer"
"gazetteer:ad94db35ba225f49df9ed7b9","Lady Islands","coast_island","True","True","Islands","2301","50.6427777709725","-126.413055555556","WGS84","92L/9","BC Gazetteer"
"gazetteer:c5b4a18d90f262a9e5ba162e","Lady Lake","freshwater","True","True","Lake","951","49.7102777736723","-125.312777777778","WGS84","92F/11","BC Gazetteer"
"gazetteer:511431239a97580105516b52","Ladysmith","populated_administrative","False","True","Town","2","48.9933333290297","-123.815555555556","WGS84","92B/13","BC Gazetteer"
"gazetteer:b6dd36dafd751a01d82e8a8e","Ladysmith Harbour","coast_island","True","True","Harbour (1)","1405","48.990833329029","-123.8","WGS84","92B/13","BC Gazetteer"
"gazetteer:ef2a726686bffabb9f1d3200","Lagoon Cove","coast_island","True","True","Cove (2)","1407","50.5994444405687","-126.316666666667","WGS84","92L/9","BC Gazetteer"
"gazetteer:65f8d64b7493ab226b035c10","Lagoon Head","other","False","True","Head (1)","1601","49.2280555513181","-123.949722222222","WGS84","92G/4","BC Gazetteer"
"gazetteer:db1390ca04932335bc5b1eef","Lagoon Island","coast_island","True","True","Island","2300","49.1983333290875","-125.876666666667","WGS84","92F/4","BC Gazetteer"
"gazetteer:7398a0b1f9b8555951f50de1","Lagoon Peak","terrain","True","True","Peak (2)","2703","50.1894444404649","-127.8075","WGS84","92L/4","BC Gazetteer"
"gazetteer:98c192134c6409bc6cb15650","Lagoon, The","coast_island","True","True","Lagoon","957","49.763333329242","-124.573055555556","WGS84","92F/15","BC Gazetteer"
"gazetteer:ea89feb531bbb0beabb36aac","Laing, Mount","terrain","True","True","Mount","2743","49.8241666625916","-125.706666666667","WGS84","92F/13","BC Gazetteer"
"gazetteer:4d735260ecfaa0445184cb38","Lake Bay","coast_island","True","True","Bay","1400","50.1405555515633","-125.117777777778","WGS84","92K/3","BC Gazetteer"
"gazetteer:c373851d39fefb610565043a","Lake Cowichan","populated_administrative","False","True","Town","2","48.8258333289817","-124.056388888889","WGS84","92C/16","BC Gazetteer"
"gazetteer:778a24c2ca3fdff402660d6d","Lake Hill","populated_administrative","False","True","Community","121","48.4664612893062","-123.367946999415","WGS84","92B/6","BC Gazetteer"
"gazetteer:e969a4290590f9a8b8854ec5","Lake Land District","populated_administrative","False","True","Land District","482","48.5164608136394","-123.417949784776","WGS84","92B/11","BC Gazetteer"
"gazetteer:f7a43aac92de2581615a8eac","Lakken Point","coast_island","True","True","Point","1604","50.5011111072108","-127.605833333333","WGS84","92L/12","BC Gazetteer"
"gazetteer:8ed54fdb0fdc854dfc3c85b5","Lama Shoal","coast_island","True","True","Shoal","2005","50.9997533146873","-127.634815321273","WGS84","92M/4","BC Gazetteer"
"gazetteer:fca38968749756ae8bf4fd61","Lamalchi Bay","coast_island","True","True","Bay","1400","48.9413888845704","-123.6425","WGS84","92B/13","BC Gazetteer"
"gazetteer:c52ad2e3fa5646d4685b4fb8","Lamb Island","coast_island","True","True","Island","2300","48.3302777732805","-123.621111111111","WGS84","92B/5","BC Gazetteer"
"gazetteer:7f002f115b00191d25d1f7b4","Lamb Island 5","reserve_military","False","True","Indian Reserve-Réserve indienne","512","48.3302777732805","-123.621111111111","WGS84","92B/5","BC Gazetteer"
"gazetteer:58da915755344db7b2c23737","Lambert Channel","coast_island","True","True","Channel (3)","1201","49.5138888847302","-124.721666666667","WGS84","92F/10","BC Gazetteer"
"gazetteer:486212612eaf5207a09ef06a","Lambert Island","coast_island","True","True","Island","2300","50.8630555517446","-126.897222222222","WGS84","92L/15","BC Gazetteer"
"gazetteer:1ec974a364ec573880aabb48","Lambert Lake","freshwater","True","True","Lake","951","49.4855555513892","-124.272777777778","WGS84","92F/8","BC Gazetteer"
